identifier	lemma	context	indices_target_token
1980-1990_bystyrerepresentant_4	bystyrerepresentant	In this sentence "Heller ikke i disse tilfellene har bystyrerepresentanter med styreverv i det samarbeidende selskap konsekvent fratrådt under bystyrebehandlingen av saken, slik loven pålegger dem. Utvalget konstaterer manglende fratreden i følgende saker: a. Bystyret behandlet i møte 5.3.1986 (sak 114) spørsmål om hvorvidt kommunen skulle inngå avtale med Grønland Byfornyelse A/S om fornyelse av Pilestredet 28 og 30 a, b og c. Bystyrerepresentant Peter N. Myhre var i 1986 medlem av styret i Grønland Byfornyelse A/S.", "bystyrerepresentant" means in one word :	565:566
2012-2019_bystyrerepresentant_883	bystyrerepresentant	In this sentence "Det er like fullt nødvendig å legge til grunn en enkel standard på denne strekningen, noe det også legges opp til i forprosjektet» heter det i innstillingen fra byråd for miljø og byutvikling Anna Elisa Tryti (Ap). Skjedde også på Flesland Bystyrerepresentant Sondre Båtstrand (MDG) reagerer på denne forutsetningen.", "bystyrerepresentant" means in one word :	377:378
1980-1990_bystyrerepresentant_3	bystyrerepresentant	In this sentence "Først og fremst klager mange bystyrerepresentanter over at det ikke lenger er mulig å få saker godt opplyst gjennom kontakter med administrasjonen på forhånd, at saksframstillingen fra byrådet ofte er for snau og at byrådet lanserer for få tunge policysaker for bystyret.", "bystyrerepresentant" means in one word :	332:333
1980-1990_bystyrerepresentant_19	bystyrerepresentant	In this sentence "I brev av 31.7.1990 til granskingsutvalget har Sigurd Østen uttalt følgende om sin rolle som kommunepolitiker og formann i styret for Oslo Naeringsselskap A/S: «Imidlertid kan jeg bekrefte at i de 31 år jeg har vaert medlem av Oslo bystyre har det vaert «god latin» å oppnevne bystyrerepresentanter som styremedlemmer i organer nvor det var vesentlig at Oslo kommune var sikret styringen. Oslo Naeringsselskap A/S, hvor Oslo kommune eide 99,7% av aksjekapitalen, er eksempel på et slikt organ.", "bystyrerepresentant" means in one word :	554:555
2012-2019_bystyrerepresentant_515	bystyrerepresentant	In this sentence "Det er den politiske avstanden til Frp som ble avgjørende for partiet. – Vi valgte å starte forhandlingene med Ap og SV fordi vi tror det er de partiene vi får mest gjennomslag med, sier bystyrerepresentant Lan Marie Nguyen Berg for MDG til VG. Hun forteller at partiet også har hatt gode samtaler med Høyre.", "bystyrerepresentant" means in one word :	369:370
1980-1990_bystyrerepresentant_17	bystyrerepresentant	In this sentence "Bystyrerepresentant Peter N. Myhre var i 1987 medlem av styret for Grønland Byfornyelse A/S.", "bystyrerepresentant" means in one word :	153:154
2012-2019_bystyrerepresentant_625	bystyrerepresentant	In this sentence "Men ifølge dokumenter offentliggjort av bystyrerepresentant Ivar Johansen (SV), er Urbanium AS innstilt. Prisen: 30 millioner kroner.", "bystyrerepresentant" means in one word :	194:195
2012-2019_bystyrerepresentant_581	bystyrerepresentant	In this sentence "I Stovner bydel stemmer de fleste på Arbeiderpartiet, men bystyrerepresentant Koc snakker engasjert om Høyres politikk.", "bystyrerepresentant" means in one word :	180:181
1980-1990_bystyrerepresentant_13	bystyrerepresentant	In this sentence "Bystyrerepresentant Jo Frisch deltok i bystyrets behandling av saken til tross for at han var styremedlem i Oslo Byfornyelse A/S. 2 9.2.1.5 Andre saker av betydning for Oslo Naeringsselskap AJS 22.5.1985 hadde bystyret til behandling spørsmål om hvorvidt kommunens fordring på Oslo Naeringsselskap A/S skulle anvendes til å forhøye selskapets aksjekapital (sak 235).", "bystyrerepresentant" means in one word :	427:428
1980-1990_bystyrerepresentant_11	bystyrerepresentant	In this sentence "Han fratrådte likevel ikke under bystyrets behandling av saken. j. Bystyret vedtok 21.5.1987 (sak 405) å kjøpe 15 leiligheter i Oslo Byfornyelse A/S' nybygg i Borggt. 14-16. Bystyrerepresentant Sigurd Østen var styremedlem i Oslo Byfornyelse A/S, men fratrådte ikke bystyret ved behandling av saken*. 9.2.1.4 Andre saker med tilknytning til Oslo Byfornyelse A/S Utvalget har i tillegg konstatert følgende saker angående Oslo Byfornyelse A/S der fratreden ikke er skjedd: a. Bystyret behandlet 28.6.1989 (sak 410) den økonomiske situasjon i Oslo Byfornyelse A/S.", "bystyrerepresentant" means in one word :	622:623
1980-1990_bystyrerepresentant_2	bystyrerepresentant	In this sentence "Saerlig bystyrerepresentantene ga uttrykk for at reformen neppe hadde satt bystyret i stand til å se sektorsaker i sammenheng, og komitérepresentantene kunne for sin del, for arbeidet innenfor komiteene, i liten grad oppdage at de koplet til andre komitéers saker og synspunkter.", "bystyrerepresentant" means in one word :	340:341
2012-2019_bystyrerepresentant_504	bystyrerepresentant	In this sentence "Men når det gjelder hvor bystyrerepresentantene er bosatt, er det altså store forskjeller mellom bydelene. Kun tre representanter har adresse Fyllingsdalen: Liv Wigdis Smith og Rolf Jens Brunstad fra Ap og Mikkel Grüner (SV). - Byens innbyggere hadde vaert tjent med at hele byen er representert i bystyret.", "bystyrerepresentant" means in one word :	368:369
2012-2019_bystyrerepresentant_293	bystyrerepresentant	In this sentence "Med dagens politikk produserer man taper, som enten blir fanget opp av kriminelle eller ekstremister, sier bystyrerepresentant og leder av Holmlia Ap, Elvis Chi Nwosu til Dagbladet. Nwosu mener de store klasseforskjellene i Oslo skaper god grobunn for kriminalitet og ekstremisme. - Kommunene som er hardest rammet som Oslo og Drammen burde etablert et ungdomsløft.", "bystyrerepresentant" means in one word :	426:427
1980-1990_bystyrerepresentant_16	bystyrerepresentant	In this sentence "Under 9.2.1.3 pkt. b ovenfor er det påvist at bystyrerepresentantene Sigurd Østen, Tove Heggen Larsen og Wenche Naerup som følge av sitt styremedlemskap i Oslo Naeringsselskap A/S var inhabile under bystyrebehandlingen av utkastet til avtale mellom kommunen og Oslo Naeringsselskap A/S.", "bystyrerepresentant" means in one word :	347:348
1980-1990_bystyrerepresentant_7	bystyrerepresentant	In this sentence "De unnlot imidlertid å fratre. Habilitetsreglene er brutt også under behandlingen av denne saken i flere av de forberedende organer, se naermere under 9.2.2 pkt. b nedenfor. c. Bystyret fattet i møte 12.11.1986 (sak 605) vedtak om salg av Grønlandsleiret 30, 32 og 34 til Grønland Byfornyelse A/S. Bystyrerepresentant Peter N. Myhre var i 1986 medlem av styret i Grønland Byfornyelse A/S, men unnlot å fratre. d. Bystyret fattet i møte 17.6.1987 (sak 464) vedtak om salg av eiendommene Pilestredet 45 B, 47, 47 B og 53 og Parkvn. 2 B til OBOS.", "bystyrerepresentant" means in one word :	604:605
2012-2019_bystyrerepresentant_875	bystyrerepresentant	In this sentence "Send ditt innlegg til debatt@vg.no eller SMS med kodeord sidet til 2200 EIVIND TRAeDAL, bystyrerepresentant i Oslo (MDG) I dag hevder VG på lederplass at «Vi trenger nye E18».", "bystyrerepresentant" means in one word :	236:237
1980-1990_bystyrerepresentant_10	bystyrerepresentant	In this sentence "Bystyret vedtok i møte 4.2.1987 (sak 95) å kjøpe syv selveierleiligheter i Rosteds gt. 12 fra Oslo Byfornyelse A/S. Bystyrerepresentant Sigurd Østen var i 1987 medlem av styret i Oslo Byfornyelse A/S, men unnlot å fratre*. i. Bystyret vedtok 4.3.1987 (sak 176) å kjøpe 30 sameieleiligheter i Norbygt. 19-35 fra Grønland Byfornyelse A/S. Bystyrerepresentant Peter N. Myhre var samtidig styremedlem i Grønland Byfornyelse A/S.", "bystyrerepresentant" means in one word :	485:486
1980-1990_bystyrerepresentant_18	bystyrerepresentant	In this sentence "Under 9.2.1.5 ovenfor er det påvist at bystyrerepresentantene Tove Heggen Larsen, Wenche Naerup og Sigurd Østen var inhabile under bystyrebehandlingen av spørsmålet om hvorvidt kommunens fordring på Oslo Naeringsselskap A/S skulle anvendes til å forhøye selskapets aksjekapital.", "bystyrerepresentant" means in one word :	339:340
2012-2019_bystyrerepresentant_360	bystyrerepresentant	In this sentence "Det er klart at resultatet av kommunevalget vil ha en betydelig psykologisk effekt før neste stortingsvalg. Miljøpartiet De Grønne i nøkkelposisjon Miljøpartiet De Grønne kryper stadig fremover og ville fått fire bystyrerepresentanter med denne målingen. Venstresiden ville da, med støtte fra De Grønne, hatt flertall i Oslo.", "bystyrerepresentant" means in one word :	386:387
1929-1965_bølge_116	bølge	In this sentence "Men den vilde bli lenger og på grunn av de vanskeligere stigninger kostbarere både med hensyn til bygging og drift —og stridens bølger gikk høit — .", "bølge" means in one word :	195:196
1970-2015_bølge_239	bølge	In this sentence "Før han gikk om bord merket han seg at det var bølger og blåste. På turen nordover ble han sjøsyk, noe han ikke pleier å bli. Det var store bølger.", "bølge" means in one word :	194:195
1970-2015_bølge_703	bølge	In this sentence "Ingen sov nede i 1. etasje, men etter at de var blitt vekket, gikk de ned for å se hva det var. Men da kom bølgen fra det tredje skredet dundrende og slo mot husene med stor kraft.", "bølge" means in one word :	227:228
1970-2015_bølge_590	bølge	In this sentence "Stråleskader, sene Samlebegrep for alle tekniske og administrative tiltak for å beskytte i første rekke mennesker mot ioniserende og ikke-ioniserende stråling. Strålevern Stråling er transport av energi ved hjelp av bølger eller partikler.", "bølge" means in one word :	286:287
1970-2015_bølge_303	bølge	In this sentence "Dette gjelder bunnen og de fysiske kreftene med strøm og bølger som hele tiden påvirker bunnen, samt plante- og dyrelivet som lever på og i bunnen.", "bølge" means in one word :	194:195
1929-1965_bølge_229	bølge	In this sentence "Tanget beveget sig sakte, strømmen gikk som en tanke, dypt i sig seiv forsunken, bad ingen bølge om ord... f Soloppgang over havet, derav stiger nu dagen. Men hvad av ditt vesen, o menneske, er det som ikke er hav? Bølgehenderne strekkes forgjeves mot stråle veldet, jeg ser ikke én som ikke trett lot dem synke igjen. f Veldige lys over havet, hvor kan du ødsle din glans så på en flyktende bølge baerer den i sig en gud? f Vestenvind, kommer du nu fra fjerne elysiske strender hit over endeløst hav, over bjergrygger for å hvile på vingen en stund høie i Vesteråsbukten? f Havets stillhet når rolig i måneskinnet det ånder, o hvilket syn, min sjel, de mektige krefter sover! Binn nu til klippeveggen fast din vuggende tanke .", "bølge" means in one word :	774:775
1929-1965_bølge_536	bølge	In this sentence "Der er det skjønt; der hersker stille fred; der triller bølgen lydløst imot stranden; der legger han de trette lemmer ned, og kjølig aftenvind omvifter pannen; — den jager bort hver sorgens mørke sky; en trøstig ro blir i hans sinn tilbage; — der dveler han og finner kvegsomt ly og glemsel for de svunne tunge dage. Den fjerne gjenlyd kun av verdens larm formår å trenge til hans lune bolig.", "bølge" means in one word :	439:440
1970-2015_bølge_308	bølge	In this sentence "I Norge førte den tilsvarende sundske bølgen (den andre etter babyboomen etter krigen) til en sterk økning i andelen med unge under høyere utdanning og til høyere ungdomsledighet.", "bølge" means in one word :	226:227
1929-1965_bølge_678	bølge	In this sentence "Det hven og pep i tauene nesten øreskjaerende, og hun så utover et forskrekkelig hav med svaere bølger og hvite, mektig veltende skavler. Bare hun stakk hodet ut av ruff et, var vinden så hun måtte snappe efter pusten.", "bølge" means in one word :	265:266
1970-2015_bølge_486	bølge	In this sentence "Grunnen til at disse materialer er interessante er at en ultrasonisk bølge som forplanter seg i et slikt materiale vil kunne ha sterk vekselvirkning med de elektroner som beveger seg i samme retning.", "bølge" means in one word :	246:247
1970-2015_bølge_319	bølge	In this sentence "Den raske økningen i bølgehøyde tyder på at et område med høye bølger har flyttet seg med omtrent samme farten som området med sterk vind i forbindelse med det polare lavtrykket.»", "bølge" means in one word :	226:227
1929-1965_bølge_11	bølge	In this sentence "Høhø, Wibom husket ham, Satan partere ham, en godslig brumbasse nådde det vaert. Skybanken hadde skygget for solen. Et kjølig vindkast rusket hardt i granholtet og jog ilende bølger opp igjennom rugåkeren.", "bølge" means in one word :	252:253
1929-1965_bølge_431	bølge	In this sentence "Og uten grenser er det, sjelens riker sig vider ut i evighet og lys, der solen blodrød med et vellystgys, en gylden boble lik, av bølgen stiger. April i Vestre Aker In memoriam: Henrik Wergeland", "bølge" means in one word :	241:242
1970-2015_bølge_514	bølge	In this sentence "Her etterfulgte de nyinnflyttede gjerne den forrige bølge av immigranter, som ofte tilhørte en helt annen rase, men som nå var såpass etablert i byen at de var i stand til å flytte til et noe bedre boligområde.", "bølge" means in one word :	257:258
1970-2015_bølge_133	bølge	In this sentence "Derpå går det videre slag i slag på denne måte. Den ene hendelse fletter sig inn i den annen, den ene fornaermelse avføder den annen, og bølgen reiser sig høiere og høiere for hver gang den bryter; det er som så man en mektig hand ut fra himmelrummet piske menneskene mot en uavvendelig avgjørelse, som er altfor stor og altfor meget mot deres egen vilje til at den kan ha bare med dem å gjøre. Det må vaere større ting det her dreier sig om! Men sagamannen sier ikke stort om det, han bare lystrer vinket og griper hver gang ned i bunken av hendelser efter de rette trekk. Gunnar og Njål kjemper begge imot, hver på sin vis, den ene med sin manndom, den annen med sin visdom; men intet kan stanse skjebnens løp, den bruker til slutt både mannevidd og åndskraft, både helter og illgjerningsmenn, både lavt og høit til å fullføre sitt verk: å bringe en tid i graven og føde en ny.", "bølge" means in one word :	926:927
1929-1965_bølge_203	bølge	In this sentence "Jeg synes det må vaere umulig for noen mann og kvinne som baerer norsk navn og taler norsk sprog å verge sig mot en bølge av takknemlighet fordi det en gang skikket sig så i historien at mennesker fantes i dette landet som med like stor inderlighet som klokskap bygget var nasjonale frihet op på menneskeverdets og borgerrettens grunn. Jeg synes tiden selv med all sin tyngsel må gi oss evne til å tenke over hvad den tradisjon betyr som har skapt det nye Norge. Og i samme grad vi forstår hvad vi uten vår fortjeneste har fått både som menneske og borger i våre fedres land, synes jeg vår vilje til å gi denne forståelsen følger også ut over festdagen må vokse sig sterkere.", "bølge" means in one word :	722:723
1929-1965_bølge_625	bølge	In this sentence "«Jeg har gått iet syn* dens hus og født barna til en dranker, men det skal vaere sagt nå for Gud og menigheta, at ikke har jeg undfanget non av dom i syndig kjødslystl O herre Jesus, er det rum i himlen for mig?» Og i samme øieblikk bølget sangen om henne: «Ja, der er rum, ja, der er rum, rum hos Guds engle i himlens land! Ja, der er rum, ja, der er rum, rum hos de frelste på Jordans strandi» Og konen la sig ned og gråt takk* og gledes* tårer.", "bølge" means in one word :	494:495
